"id","lng","lat","name","road","road_id","url"
"51","-75.5835","39.9728","US 202 NB N or Paoli","U.S. 202","us202","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam061.jpg"
"52","-75.339683","39.9731","I-476 NB- Lawrence Rd","Interstate 476","i476","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam014.jpg"
"53","-75.194119","39.9744","I-76 WB East of Girard","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam148.jpg"
"54","-75.197075","39.9766","I-76 EB @ Girard","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam147.jpg"
"55","-75.34091","39.9779","I-476 SB S of West Chester Pike","Interstate 476","i476","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam201.jpg"
"56","-75.202353","39.9782","I-76 EB West of Girard","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam146.jpg"
"57","-75.105267","39.9801","I-95 NB-95 Indiana St","Interstate 95","i95","http://www.dot.state.pa.us/penndot/districts/district6.nsf/TCamera102?openpage"
"58","-75.588867","39.9811","US 202 SB @ PA 322","U.S. 202","us202","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam060.jpg"
"59","-75.208172","39.9833","I-76 EB East of Montgomery","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam145.jpg"
"60","-75.338263","39.984","I-476 NB N of West Chester Pike","Interstate 476","i476","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam202.jpg"
"61","-75.207675","39.9875","I-76 EB @ Montgomery","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam144.jpg"
"62","-75.343301","39.9883","I-476 SB S of Marple Rd","Interstate 476","i476","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam203.jpg"
"63","-75.0881","39.9885","I-95 NB-95 Castor Ave","Interstate 95","i95","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam103.jpg"
"64","-75.589033","39.9919","US 202 SB @ PA 100","U.S. 202","us202","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam059.jpg"
"65","-75.197778","39.9952","I-76 WB West of Montgomery Dr","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam143.jpg"
"66","-75.34778","39.9958","I-476 NB S of Darby Rd","Interstate 476","i476","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam204.jpg"
"67","-75.593917","39.9961","PA 100 NB @ Phoenixville","Pennsylvania 100","pa100","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam028.jpg"
"68","-75.082267","39.9973","I-95 SB-95 Betsy Ross","Interstate 95","i95","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam104.jpg"
"69","-75.22623","40.0013","RT23 WB @ City Line Ave","Pennsylvania 23","pa23","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam212.jpg"
"70","-75.5995","40.0029","PA 100 NB BEF Kirkland","Pennsylvania 100","pa100","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam029.jpg"
"71","-75.195331","40.0051","I-76 EB Ramp to US1 N","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam142.jpg"
"72","-75.5824","40.0053","US 202 NB @ Boot Rd","U.S. 202","us202","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam058.jpg"
"73","-75.197528","40.006","I-76 EB @ US1","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam141.jpg"
"74","-75.354554","40.0066","I-476 SB S of Bryn Mawr Ave","Interstate 476","i476","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam205.jpg"
"75","-75.072633","40.0076","I-95 SB-95 Wakelng St","Interstate 95","i95","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam105.jpg"
"76","-75.612833","40.0077","PA 100 SB AFT BOOT RD","Pennsylvania 100","pa100","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam030.jpg"
"77","-75.072407","40.0081","Aramingo Ave @ Tacony St","Non-Highway","nonhighway","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam223.jpg"
"78","-75.207789","40.0098","I-76 EB @ City Ave","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam140.jpg"
"79","-75.735667","40.0098","US 30 EB after PA 340","U.S. 30","us30","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam081.jpg"
"80","-75.581167","40.0114","US 202 NB @ Morstein Rd","U.S. 202","us202","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam057.jpg"
"81","-75.209206","40.0115","I-76 WB @ City Ave","Interstate 76","i76","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam139.jpg"
"82","-75.182425","40.0116","US 1 NB South of Henry","U.S. 1","us1","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam166.jpg"
"83","-75.058783","40.0125","I-95 NB-95 Vankirk","Interstate 95","i95","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam106.jpg"
"84","-75.616433","40.0126","PA 100 SB AFT Pottstown","Pennsylvania 100","pa100","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam031.jpg"
"85","-75.647933","40.013","US 30 EB before PA 100","U.S. 30","us30","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam076.jpg"
"86","-75.068462","40.0134","Torresdale @ Harbison Ave","Non-Highway","nonhighway","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam213.jpg"
"87","-75.724383","40.0135","US 30 WB @ PA 322","U.S. 30","us30","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam080.jpg"
"88","-75.178275","40.0145","US 1 SB @ Fox Street","U.S. 1","us1","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam167.jpg"
"89","-75.357316","40.0156","I-476 SB@Clyde Rd","Interstate 476","i476","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam206.jpg"
"90","-75.072407","40.0169","Harbison Ave @ Sanger St","Non-Highway","nonhighway","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam224.jpg"
"91","-75.621333","40.0172","PA 100 NB BEF MTN View","Pennsylvania 100","pa100","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam032.jpg"
"92","-75.172356","40.0176","US 1 SB @ Wissahickon","U.S. 1","us1","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam168.jpg"
"93","-75.669533","40.0182","US 30 WB@BUS 230 Ramp","U.S. 30","us30","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam077.jpg"
"94","-75.168597","40.0183","US 1 NB @ Roberts/Berkley","U.S. 1","us1","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam169.jpg"
"95","-75.699783","40.0193","US 30 WB before PA 113","U.S. 30","us30","http://www.dot35.state.pa.us/public/Districts/District6/WebCams/D6Cam078.jpg"
